Code,Name,Longitude,Latitude,Logger,Date,CHL_QA_AVG,NTU_QA_AVG
WHI1,Double Cone Island,148.7217,-20.1049,843,25/05/2021,0.651,1.049
WHI1,Double Cone Island,148.7217,-20.1049,843,26/05/2021,0.683,1.442
WHI1,Double Cone Island,148.7217,-20.1049,843,27/05/2021,0.622,1.323
WHI1,Double Cone Island,148.7217,-20.1049,843,28/05/2021,0.608,1.667
WHI1,Double Cone Island,148.7217,-20.1049,843,29/05/2021,0.655,1.98
WHI1,Double Cone Island,148.7217,-20.1049,843,30/05/2021,0.714,1.875
WHI1,Double Cone Island,148.7217,-20.1049,843,31/05/2021,0.74,1.32
WHI1,Double Cone Island,148.7217,-20.1049,843,1/06/2021,0.781,1.297
WHI1,Double Cone Island,148.7217,-20.1049,843,2/06/2021,0.678,1.233
WHI1,Double Cone Island,148.7217,-20.1049,843,3/06/2021,0.676,1.337
WHI1,Double Cone Island,148.7217,-20.1049,843,4/06/2021,0.608,1.006
WHI1,Double Cone Island,148.7217,-20.1049,843,5/06/2021,0.491,1.096
WHI1,Double Cone Island,148.7217,-20.1049,843,6/06/2021,0.521,1.213
WHI1,Double Cone Island,148.7217,-20.1049,843,7/06/2021,0.612,1.044
WHI1,Double Cone Island,148.7217,-20.1049,843,8/06/2021,0.554,0.645
WHI1,Double Cone Island,148.7217,-20.1049,843,9/06/2021,0.536,0.8
WHI1,Double Cone Island,148.7217,-20.1049,843,10/06/2021,0.492,0.885
WHI1,Double Cone Island,148.7217,-20.1049,843,11/06/2021,0.471,0.928
WHI1,Double Cone Island,148.7217,-20.1049,843,12/06/2021,0.557,1.159
WHI1,Double Cone Island,148.7217,-20.1049,843,13/06/2021,0.631,1.068
WHI1,Double Cone Island,148.7217,-20.1049,843,14/06/2021,0.65,0.926
WHI1,Double Cone Island,148.7217,-20.1049,843,15/06/2021,0.675,1.057
WHI1,Double Cone Island,148.7217,-20.1049,1044,15/06/2021,0.562,0.925
WHI1,Double Cone Island,148.7217,-20.1049,1044,16/06/2021,0.524,0.981
WHI1,Double Cone Island,148.7217,-20.1049,1044,17/06/2021,0.551,0.819
WHI1,Double Cone Island,148.7217,-20.1049,1044,18/06/2021,0.575,0.863
WHI1,Double Cone Island,148.7217,-20.1049,1044,19/06/2021,0.718,1.043
WHI1,Double Cone Island,148.7217,-20.1049,1044,20/06/2021,0.575,1.02
WHI1,Double Cone Island,148.7217,-20.1049,1044,21/06/2021,0.512,0.812
WHI1,Double Cone Island,148.7217,-20.1049,1044,22/06/2021,0.483,1.279
WHI1,Double Cone Island,148.7217,-20.1049,1044,23/06/2021,0.496,1.169
WHI1,Double Cone Island,148.7217,-20.1049,1044,24/06/2021,0.489,1.28
WHI1,Double Cone Island,148.7217,-20.1049,1044,25/06/2021,0.438,1.325
WHI1,Double Cone Island,148.7217,-20.1049,1044,26/06/2021,0.478,1.425
WHI1,Double Cone Island,148.7217,-20.1049,1044,27/06/2021,0.561,2.308
WHI1,Double Cone Island,148.7217,-20.1049,1044,28/06/2021,0.684,2.933
WHI1,Double Cone Island,148.7217,-20.1049,1044,29/06/2021,0.786,2.141
WHI1,Double Cone Island,148.7217,-20.1049,1044,30/06/2021,0.848,1.745
WHI4,Pine Island,148.8884,-20.3779,1729,1/07/2020,0.438,1.572
WHI4,Pine Island,148.8884,-20.3779,1729,2/07/2020,0.564,1.518
WHI4,Pine Island,148.8884,-20.3779,1729,3/07/2020,0.65,1.995
WHI4,Pine Island,148.8884,-20.3779,1729,4/07/2020,0.623,1.929
WHI4,Pine Island,148.8884,-20.3779,1729,5/07/2020,0.633,2.939
WHI4,Pine Island,148.8884,-20.3779,1729,6/07/2020,0.635,2.613
WHI4,Pine Island,148.8884,-20.3779,1729,7/07/2020,0.661,3.366
WHI4,Pine Island,148.8884,-20.3779,1729,8/07/2020,0.698,3.72
WHI4,Pine Island,148.8884,-20.3779,1729,9/07/2020,0.649,2.817
WHI4,Pine Island,148.8884,-20.3779,1729,10/07/2020,0.611,1.895
WHI4,Pine Island,148.8884,-20.3779,1729,11/07/2020,0.59,1.34
WHI4,Pine Island,148.8884,-20.3779,1729,12/07/2020,0.654,1.089
WHI4,Pine Island,148.8884,-20.3779,1729,13/07/2020,0.591,0.926
WHI4,Pine Island,148.8884,-20.3779,1729,14/07/2020,0.476,0.955
WHI4,Pine Island,148.8884,-20.3779,1729,15/07/2020,0.445,1.715
WHI4,Pine Island,148.8884,-20.3779,1729,16/07/2020,0.439,1.051
WHI4,Pine Island,148.8884,-20.3779,1729,17/07/2020,0.485,0.979
WHI4,Pine Island,148.8884,-20.3779,1729,18/07/2020,0.586,0.947
WHI4,Pine Island,148.8884,-20.3779,1729,19/07/2020,0.651,1.202
WHI4,Pine Island,148.8884,-20.3779,1729,20/07/2020,0.698,1.489
WHI4,Pine Island,148.8884,-20.3779,1729,21/07/2020,0.664,2.104
WHI4,Pine Island,148.8884,-20.3779,1729,22/07/2020,0.626,2.919
WHI4,Pine Island,148.8884,-20.3779,1729,23/07/2020,0.606,3.229
WHI4,Pine Island,148.8884,-20.3779,1729,24/07/2020,0.628,3.369
WHI4,Pine Island,148.8884,-20.3779,1729,25/07/2020,0.644,2.873
WHI4,Pine Island,148.8884,-20.3779,1729,26/07/2020,0.675,2.255
WHI4,Pine Island,148.8884,-20.3779,1729,27/07/2020,0.694,1.821
WHI4,Pine Island,148.8884,-20.3779,1729,28/07/2020,0.663,1.291
WHI4,Pine Island,148.8884,-20.3779,1729,29/07/2020,0.544,1.069
WHI4,Pine Island,148.8884,-20.3779,1729,30/07/2020,0.513,1.748
WHI4,Pine Island,148.8884,-20.3779,1729,31/07/2020,0.49,1.521
WHI4,Pine Island,148.8884,-20.3779,1729,1/08/2020,0.555,2.425
WHI4,Pine Island,148.8884,-20.3779,1729,2/08/2020,0.589,3.184
WHI4,Pine Island,148.8884,-20.3779,1729,3/08/2020,0.579,3.056
WHI4,Pine Island,148.8884,-20.3779,1729,4/08/2020,0.582,2.68
WHI4,Pine Island,148.8884,-20.3779,1729,5/08/2020,0.622,2.421
WHI4,Pine Island,148.8884,-20.3779,1729,6/08/2020,0.613,1.888
WHI4,Pine Island,148.8884,-20.3779,1729,7/08/2020,0.565,1.503
WHI4,Pine Island,148.8884,-20.3779,1729,8/08/2020,0.517,1.174
WHI4,Pine Island,148.8884,-20.3779,1729,9/08/2020,0.546,0.942
WHI4,Pine Island,148.8884,-20.3779,1729,10/08/2020,0.556,0.881
WHI4,Pine Island,148.8884,-20.3779,1729,11/08/2020,0.496,0.631
WHI4,Pine Island,148.8884,-20.3779,1729,12/08/2020,0.432,0.579
WHI4,Pine Island,148.8884,-20.3779,1729,13/08/2020,0.368,0.597
WHI4,Pine Island,148.8884,-20.3779,1729,14/08/2020,0.339,0.606
WHI4,Pine Island,148.8884,-20.3779,1729,15/08/2020,0.32,0.726
WHI4,Pine Island,148.8884,-20.3779,1729,16/08/2020,0.347,0.807
WHI4,Pine Island,148.8884,-20.3779,1729,17/08/2020,0.376,1.011
WHI4,Pine Island,148.8884,-20.3779,1729,18/08/2020,0.415,1.41
WHI4,Pine Island,148.8884,-20.3779,1729,19/08/2020,0.462,2.387
WHI4,Pine Island,148.8884,-20.3779,1729,20/08/2020,0.479,2.394
WHI4,Pine Island,148.8884,-20.3779,1729,21/08/2020,0.49,2.646
WHI4,Pine Island,148.8884,-20.3779,1729,22/08/2020,0.504,2.364
WHI4,Pine Island,148.8884,-20.3779,1729,23/08/2020,0.559,2.76
WHI4,Pine Island,148.8884,-20.3779,1729,24/08/2020,0.57,1.56
WHI4,Pine Island,148.8884,-20.3779,1729,25/08/2020,0.565,1.235
WHI4,Pine Island,148.8884,-20.3779,1729,26/08/2020,0.551,1.231
WHI4,Pine Island,148.8884,-20.3779,1729,27/08/2020,0.492,1.518
WHI4,Pine Island,148.8884,-20.3779,1729,28/08/2020,0.474,2.069
WHI4,Pine Island,148.8884,-20.3779,1729,29/08/2020,0.531,3.068
WHI4,Pine Island,148.8884,-20.3779,1729,30/08/2020,0.564,3.788
WHI4,Pine Island,148.8884,-20.3779,1729,31/08/2020,0.605,3.508
WHI4,Pine Island,148.8884,-20.3779,1729,1/09/2020,0.664,3.184
WHI4,Pine Island,148.8884,-20.3779,1729,2/09/2020,0.684,2.938
WHI4,Pine Island,148.8884,-20.3779,1729,3/09/2020,0.653,2.847
WHI4,Pine Island,148.8884,-20.3779,1729,4/09/2020,0.635,2.87
WHI4,Pine Island,148.8884,-20.3779,1729,5/09/2020,0.591,2.239
WHI4,Pine Island,148.8884,-20.3779,1729,6/09/2020,0.603,1.917
WHI4,Pine Island,148.8884,-20.3779,1729,7/09/2020,0.597,2.175
WHI4,Pine Island,148.8884,-20.3779,1729,8/09/2020,0.627,2.286
WHI4,Pine Island,148.8884,-20.3779,1729,9/09/2020,0.661,1.977
WHI4,Pine Island,148.8884,-20.3779,1729,10/09/2020,0.691,1.475
WHI4,Pine Island,148.8884,-20.3779,1729,11/09/2020,0.581,1.286
WHI4,Pine Island,148.8884,-20.3779,1729,12/09/2020,0.673,2.107
WHI4,Pine Island,148.8884,-20.3779,1729,13/09/2020,0.682,2.962
WHI4,Pine Island,148.8884,-20.3779,1729,14/09/2020,0.613,3.236
WHI4,Pine Island,148.8884,-20.3779,1729,15/09/2020,0.663,4.9
WHI4,Pine Island,148.8884,-20.3779,1729,16/09/2020,0.743,6.7
WHI4,Pine Island,148.8884,-20.3779,1729,17/09/2020,0.745,7.372
WHI4,Pine Island,148.8884,-20.3779,1729,18/09/2020,0.783,8.653
WHI4,Pine Island,148.8884,-20.3779,1729,19/09/2020,0.77,8.681
WHI4,Pine Island,148.8884,-20.3779,1729,20/09/2020,0.748,7.809
WHI4,Pine Island,148.8884,-20.3779,1729,21/09/2020,0.694,5.111
WHI4,Pine Island,148.8884,-20.3779,1729,22/09/2020,0.692,3.816
WHI4,Pine Island,148.8884,-20.3779,1729,23/09/2020,0.708,2.537
WHI4,Pine Island,148.8884,-20.3779,1729,24/09/2020,0.691,1.526
WHI4,Pine Island,148.8884,-20.3779,1729,25/09/2020,0.657,1.297
WHI4,Pine Island,148.8884,-20.3779,1729,26/09/2020,0.538,1.199
WHI4,Pine Island,148.8884,-20.3779,1729,27/09/2020,0.539,1.264
WHI4,Pine Island,148.8884,-20.3779,1729,28/09/2020,0.622,1.531
WHI4,Pine Island,148.8884,-20.3779,1729,29/09/2020,0.777,2.351
WHI4,Pine Island,148.8884,-20.3779,1729,30/09/2020,0.842,2.514
WHI4,Pine Island,148.8884,-20.3779,1729,1/10/2020,0.877,2.472
WHI4,Pine Island,148.8884,-20.3779,1729,2/10/2020,0.822,2.477
WHI4,Pine Island,148.8884,-20.3779,1729,3/10/2020,0.823,2.831
WHI4,Pine Island,148.8884,-20.3779,1729,4/10/2020,0.795,2.65
WHI4,Pine Island,148.8884,-20.3779,1729,5/10/2020,0.804,2.123
WHI4,Pine Island,148.8884,-20.3779,1729,6/10/2020,0.783,1.632
WHI4,Pine Island,148.8884,-20.3779,1729,7/10/2020,0.696,1.188
WHI4,Pine Island,148.8884,-20.3779,1043,8/10/2020,0.559,0.833
WHI4,Pine Island,148.8884,-20.3779,1729,8/10/2020,0.549,0.91
WHI4,Pine Island,148.8884,-20.3779,1043,9/10/2020,0.41,0.744
WHI4,Pine Island,148.8884,-20.3779,1043,10/10/2020,0.378,0.768
WHI4,Pine Island,148.8884,-20.3779,1043,11/10/2020,0.354,0.668
WHI4,Pine Island,148.8884,-20.3779,1043,12/10/2020,0.502,1.286
WHI4,Pine Island,148.8884,-20.3779,1043,13/10/2020,0.604,1.37
WHI4,Pine Island,148.8884,-20.3779,1043,14/10/2020,0.69,2.29
WHI4,Pine Island,148.8884,-20.3779,1043,15/10/2020,0.763,4.434
WHI4,Pine Island,148.8884,-20.3779,1043,16/10/2020,0.774,5.036
WHI4,Pine Island,148.8884,-20.3779,1043,17/10/2020,0.77,5.013
WHI4,Pine Island,148.8884,-20.3779,1043,18/10/2020,0.785,5.533
WHI4,Pine Island,148.8884,-20.3779,1043,19/10/2020,0.796,4.92
WHI4,Pine Island,148.8884,-20.3779,1043,20/10/2020,0.794,3.606
WHI4,Pine Island,148.8884,-20.3779,1043,21/10/2020,0.796,2.478
WHI4,Pine Island,148.8884,-20.3779,1043,22/10/2020,0.833,1.741
WHI4,Pine Island,148.8884,-20.3779,1043,23/10/2020,0.759,1.233
WHI4,Pine Island,148.8884,-20.3779,1043,24/10/2020,0.77,1.06
WHI4,Pine Island,148.8884,-20.3779,1043,25/10/2020,0.739,1.22
WHI4,Pine Island,148.8884,-20.3779,1043,26/10/2020,0.736,1.167
WHI4,Pine Island,148.8884,-20.3779,1043,27/10/2020,0.789,1.234
WHI4,Pine Island,148.8884,-20.3779,1043,28/10/2020,0.77,1.414
WHI4,Pine Island,148.8884,-20.3779,1043,29/10/2020,0.783,1.595
WHI4,Pine Island,148.8884,-20.3779,1043,30/10/2020,0.805,1.877
WHI4,Pine Island,148.8884,-20.3779,1043,31/10/2020,0.853,2.105
WHI4,Pine Island,148.8884,-20.3779,1043,1/11/2020,0.835,1.785
WHI4,Pine Island,148.8884,-20.3779,1043,2/11/2020,0.832,1.615
WHI4,Pine Island,148.8884,-20.3779,1043,3/11/2020,0.898,2.667
WHI4,Pine Island,148.8884,-20.3779,1043,4/11/2020,0.899,1.451
WHI4,Pine Island,148.8884,-20.3779,1043,5/11/2020,0.857,1.182
WHI4,Pine Island,148.8884,-20.3779,1043,6/11/2020,0.769,1.013
WHI4,Pine Island,148.8884,-20.3779,1043,7/11/2020,0.709,0.678
WHI4,Pine Island,148.8884,-20.3779,1043,8/11/2020,0.744,1.127
WHI4,Pine Island,148.8884,-20.3779,1043,9/11/2020,0.852,0.757
WHI4,Pine Island,148.8884,-20.3779,1043,10/11/2020,0.937,1.187
WHI4,Pine Island,148.8884,-20.3779,1043,11/11/2020,0.958,1.177
WHI4,Pine Island,148.8884,-20.3779,1043,12/11/2020,0.953,1.618
WHI4,Pine Island,148.8884,-20.3779,1043,13/11/2020,0.923,2.286
WHI4,Pine Island,148.8884,-20.3779,1043,14/11/2020,0.856,2.792
WHI4,Pine Island,148.8884,-20.3779,822,7/02/2021,0.645,1.034
WHI4,Pine Island,148.8884,-20.3779,822,8/02/2021,0.565,1.137
WHI4,Pine Island,148.8884,-20.3779,822,9/02/2021,0.523,1.554
WHI4,Pine Island,148.8884,-20.3779,822,10/02/2021,0.548,2.148
WHI4,Pine Island,148.8884,-20.3779,822,11/02/2021,0.559,2.374
WHI4,Pine Island,148.8884,-20.3779,822,12/02/2021,0.586,2.804
WHI4,Pine Island,148.8884,-20.3779,822,13/02/2021,0.631,2.887
WHI4,Pine Island,148.8884,-20.3779,822,14/02/2021,0.647,2.78
WHI4,Pine Island,148.8884,-20.3779,822,15/02/2021,0.614,2.195
WHI4,Pine Island,148.8884,-20.3779,822,16/02/2021,0.63,2.295
WHI4,Pine Island,148.8884,-20.3779,822,17/02/2021,0.685,1.945
WHI4,Pine Island,148.8884,-20.3779,822,18/02/2021,0.741,1.702
WHI4,Pine Island,148.8884,-20.3779,822,19/02/2021,0.673,0.971
WHI4,Pine Island,148.8884,-20.3779,822,20/02/2021,0.557,0.847
WHI4,Pine Island,148.8884,-20.3779,822,21/02/2021,0.641,0.978
WHI4,Pine Island,148.8884,-20.3779,822,22/02/2021,0.574,1.111
WHI4,Pine Island,148.8884,-20.3779,822,23/02/2021,0.531,0.952
WHI4,Pine Island,148.8884,-20.3779,822,24/02/2021,0.522,1.099
WHI4,Pine Island,148.8884,-20.3779,822,25/02/2021,0.559,1.333
WHI4,Pine Island,148.8884,-20.3779,822,26/02/2021,0.567,2.066
WHI4,Pine Island,148.8884,-20.3779,822,27/02/2021,0.524,3.107
WHI4,Pine Island,148.8884,-20.3779,822,28/02/2021,0.539,4.626
WHI4,Pine Island,148.8884,-20.3779,822,1/03/2021,0.535,5.63
WHI4,Pine Island,148.8884,-20.3779,822,2/03/2021,0.565,6.808
WHI4,Pine Island,148.8884,-20.3779,822,3/03/2021,0.556,5.819
WHI4,Pine Island,148.8884,-20.3779,822,4/03/2021,0.596,5.035
WHI4,Pine Island,148.8884,-20.3779,822,5/03/2021,0.671,4.163
WHI4,Pine Island,148.8884,-20.3779,822,6/03/2021,0.703,3.15
WHI4,Pine Island,148.8884,-20.3779,822,7/03/2021,0.778,2.433
WHI4,Pine Island,148.8884,-20.3779,822,8/03/2021,0.643,1.936
WHI4,Pine Island,148.8884,-20.3779,822,9/03/2021,0.583,1.988
WHI4,Pine Island,148.8884,-20.3779,822,10/03/2021,0.718,2.088
WHI4,Pine Island,148.8884,-20.3779,822,11/03/2021,0.764,2.306
WHI4,Pine Island,148.8884,-20.3779,822,12/03/2021,0.781,2.907
WHI4,Pine Island,148.8884,-20.3779,822,13/03/2021,0.702,2.702
WHI4,Pine Island,148.8884,-20.3779,822,14/03/2021,0.659,2.681
WHI4,Pine Island,148.8884,-20.3779,822,15/03/2021,0.633,2.404
WHI4,Pine Island,148.8884,-20.3779,822,16/03/2021,0.631,1.916
WHI4,Pine Island,148.8884,-20.3779,822,17/03/2021,0.659,1.492
WHI4,Pine Island,148.8884,-20.3779,822,18/03/2021,0.682,1.073
WHI4,Pine Island,148.8884,-20.3779,822,19/03/2021,0.666,0.886
WHI4,Pine Island,148.8884,-20.3779,822,20/03/2021,0.508,1.024
WHI4,Pine Island,148.8884,-20.3779,822,21/03/2021,0.53,0.713
WHI4,Pine Island,148.8884,-20.3779,822,22/03/2021,0.52,0.603
WHI4,Pine Island,148.8884,-20.3779,822,23/03/2021,0.593,0.769
WHI4,Pine Island,148.8884,-20.3779,822,24/03/2021,0.686,0.744
WHI4,Pine Island,148.8884,-20.3779,822,25/03/2021,0.645,0.82
WHI4,Pine Island,148.8884,-20.3779,822,26/03/2021,0.658,1.113
WHI4,Pine Island,148.8884,-20.3779,822,27/03/2021,0.732,1.597
WHI4,Pine Island,148.8884,-20.3779,822,28/03/2021,0.738,2.39
WHI4,Pine Island,148.8884,-20.3779,822,29/03/2021,0.747,3.396
WHI4,Pine Island,148.8884,-20.3779,822,30/03/2021,0.794,6.76
WHI4,Pine Island,148.8884,-20.3779,822,31/03/2021,0.753,7.707
WHI4,Pine Island,148.8884,-20.3779,822,1/04/2021,0.746,8.077
WHI4,Pine Island,148.8884,-20.3779,822,2/04/2021,0.7,5.713
WHI4,Pine Island,148.8884,-20.3779,822,3/04/2021,0.683,4.13
WHI4,Pine Island,148.8884,-20.3779,822,4/04/2021,0.72,2.458
WHI4,Pine Island,148.8884,-20.3779,822,5/04/2021,0.767,2.184
WHI4,Pine Island,148.8884,-20.3779,822,6/04/2021,0.663,2.248
WHI4,Pine Island,148.8884,-20.3779,822,7/04/2021,0.708,3.026
WHI4,Pine Island,148.8884,-20.3779,822,8/04/2021,0.756,3.9
WHI4,Pine Island,148.8884,-20.3779,822,9/04/2021,0.767,4.811
WHI4,Pine Island,148.8884,-20.3779,822,10/04/2021,0.735,4.892
WHI4,Pine Island,148.8884,-20.3779,822,11/04/2021,0.689,4.76
WHI4,Pine Island,148.8884,-20.3779,822,12/04/2021,0.724,6.038
WHI4,Pine Island,148.8884,-20.3779,822,13/04/2021,0.687,4.868
WHI4,Pine Island,148.8884,-20.3779,822,14/04/2021,0.752,5.793
WHI4,Pine Island,148.8884,-20.3779,822,15/04/2021,0.692,4.061
WHI4,Pine Island,148.8884,-20.3779,822,16/04/2021,0.632,3.178
WHI4,Pine Island,148.8884,-20.3779,822,17/04/2021,0.61,2.566
WHI4,Pine Island,148.8884,-20.3779,822,18/04/2021,0.636,2.183
WHI4,Pine Island,148.8884,-20.3779,822,19/04/2021,0.657,1.471
WHI4,Pine Island,148.8884,-20.3779,822,20/04/2021,0.719,1.047
WHI4,Pine Island,148.8884,-20.3779,822,21/04/2021,0.671,1.087
WHI4,Pine Island,148.8884,-20.3779,822,22/04/2021,0.612,1.451
WHI4,Pine Island,148.8884,-20.3779,822,23/04/2021,0.605,3.189
WHI4,Pine Island,148.8884,-20.3779,822,24/04/2021,0.592,3.945
WHI4,Pine Island,148.8884,-20.3779,822,25/04/2021,0.661,5.749
WHI4,Pine Island,148.8884,-20.3779,822,26/04/2021,0.727,7.482
WHI4,Pine Island,148.8884,-20.3779,822,27/04/2021,0.763,8.421
WHI4,Pine Island,148.8884,-20.3779,822,28/04/2021,0.797,8.991
WHI4,Pine Island,148.8884,-20.3779,822,29/04/2021,0.792,7.987
WHI4,Pine Island,148.8884,-20.3779,822,30/04/2021,0.797,7.845
WHI4,Pine Island,148.8884,-20.3779,822,1/05/2021,0.731,5.804
WHI4,Pine Island,148.8884,-20.3779,822,2/05/2021,0.756,3.152
WHI4,Pine Island,148.8884,-20.3779,822,3/05/2021,0.769,1.739
WHI4,Pine Island,148.8884,-20.3779,822,4/05/2021,0.695,0.931
WHI4,Pine Island,148.8884,-20.3779,822,5/05/2021,0.748,0.983
WHI4,Pine Island,148.8884,-20.3779,822,6/05/2021,0.859,1.276
WHI4,Pine Island,148.8884,-20.3779,822,7/05/2021,0.865,1.236
WHI4,Pine Island,148.8884,-20.3779,822,8/05/2021,0.89,1.23
WHI4,Pine Island,148.8884,-20.3779,822,9/05/2021,0.925,1.415
WHI4,Pine Island,148.8884,-20.3779,822,10/05/2021,0.856,1.472
WHI4,Pine Island,148.8884,-20.3779,822,11/05/2021,0.779,1.348
WHI4,Pine Island,148.8884,-20.3779,822,12/05/2021,0.749,1.39
WHI4,Pine Island,148.8884,-20.3779,822,13/05/2021,0.724,1.44
WHI4,Pine Island,148.8884,-20.3779,822,14/05/2021,0.729,1.912
WHI4,Pine Island,148.8884,-20.3779,822,15/05/2021,0.742,1.026
WHI4,Pine Island,148.8884,-20.3779,822,16/05/2021,0.729,1.184
WHI4,Pine Island,148.8884,-20.3779,822,17/05/2021,0.633,0.867
WHI4,Pine Island,148.8884,-20.3779,822,18/05/2021,0.548,0.896
WHI4,Pine Island,148.8884,-20.3779,822,19/05/2021,0.482,1.095
WHI4,Pine Island,148.8884,-20.3779,822,20/05/2021,0.564,1.196
WHI4,Pine Island,148.8884,-20.3779,822,21/05/2021,0.607,1.433
WHI4,Pine Island,148.8884,-20.3779,822,22/05/2021,0.658,1.477
WHI4,Pine Island,148.8884,-20.3779,822,23/05/2021,0.694,2.041
WHI4,Pine Island,148.8884,-20.3779,822,24/05/2021,0.754,3.407
WHI4,Pine Island,148.8884,-20.3779,822,25/05/2021,0.796,3.975
WHI4,Pine Island,148.8884,-20.3779,822,26/05/2021,0.838,4.561
WHI4,Pine Island,148.8884,-20.3779,822,27/05/2021,0.825,3.866
WHI4,Pine Island,148.8884,-20.3779,822,28/05/2021,0.885,4.728
WHI4,Pine Island,148.8884,-20.3779,822,29/05/2021,0.833,4.862
WHI4,Pine Island,148.8884,-20.3779,822,30/05/2021,0.838,4.522
WHI4,Pine Island,148.8884,-20.3779,822,31/05/2021,0.74,1.972
WHI4,Pine Island,148.8884,-20.3779,822,1/06/2021,0.664,1.177
WHI4,Pine Island,148.8884,-20.3779,822,2/06/2021,0.661,0.96
WHI4,Pine Island,148.8884,-20.3779,822,3/06/2021,0.672,0.915
WHI4,Pine Island,148.8884,-20.3779,822,4/06/2021,0.775,0.88
WHI4,Pine Island,148.8884,-20.3779,822,5/06/2021,0.725,1.267
WHI4,Pine Island,148.8884,-20.3779,822,6/06/2021,0.751,1.376
WHI4,Pine Island,148.8884,-20.3779,822,7/06/2021,0.766,1.416
WHI4,Pine Island,148.8884,-20.3779,822,8/06/2021,0.826,1.336
WHI4,Pine Island,148.8884,-20.3779,822,9/06/2021,0.939,1.316
WHI4,Pine Island,148.8884,-20.3779,822,10/06/2021,1.004,1.128
WHI4,Pine Island,148.8884,-20.3779,822,11/06/2021,0.963,0.917
WHI4,Pine Island,148.8884,-20.3779,822,12/06/2021,0.843,0.892
WHI4,Pine Island,148.8884,-20.3779,822,13/06/2021,0.794,0.799
WHI4,Pine Island,148.8884,-20.3779,822,14/06/2021,0.744,0.734
WHI4,Pine Island,148.8884,-20.3779,822,15/06/2021,0.764,0.669
WHI4,Pine Island,148.8884,-20.3779,6720,16/06/2021,0.698,0.911
WHI4,Pine Island,148.8884,-20.3779,822,16/06/2021,0.708,0.578
WHI4,Pine Island,148.8884,-20.3779,6720,17/06/2021,0.593,0.838
WHI4,Pine Island,148.8884,-20.3779,6720,18/06/2021,0.53,0.86
WHI4,Pine Island,148.8884,-20.3779,6720,19/06/2021,0.551,1.302
WHI4,Pine Island,148.8884,-20.3779,6720,20/06/2021,0.563,1.416
WHI4,Pine Island,148.8884,-20.3779,6720,21/06/2021,0.545,1.214
WHI4,Pine Island,148.8884,-20.3779,6720,22/06/2021,0.585,2.023
WHI4,Pine Island,148.8884,-20.3779,6720,23/06/2021,0.618,2.455
WHI4,Pine Island,148.8884,-20.3779,6720,24/06/2021,0.6,2.891
WHI4,Pine Island,148.8884,-20.3779,6720,25/06/2021,0.621,2.876
WHI4,Pine Island,148.8884,-20.3779,6720,26/06/2021,0.641,3.07
WHI4,Pine Island,148.8884,-20.3779,6720,27/06/2021,0.656,4.097
WHI4,Pine Island,148.8884,-20.3779,6720,28/06/2021,0.67,4.967
WHI4,Pine Island,148.8884,-20.3779,6720,29/06/2021,0.662,4.112
WHI4,Pine Island,148.8884,-20.3779,6720,30/06/2021,0.645,2.07
WHI5,Seaforth Island,149.03895,-20.46845,5136,1/07/2020,0.764,1.169
WHI5,Seaforth Island,149.03895,-20.46845,5136,2/07/2020,0.837,1.175
WHI5,Seaforth Island,149.03895,-20.46845,5136,3/07/2020,0.872,1.348
WHI5,Seaforth Island,149.03895,-20.46845,5136,4/07/2020,0.867,1.544
WHI5,Seaforth Island,149.03895,-20.46845,5136,5/07/2020,0.896,2.017
WHI5,Seaforth Island,149.03895,-20.46845,5136,6/07/2020,0.863,1.766
WHI5,Seaforth Island,149.03895,-20.46845,5136,7/07/2020,0.834,1.788
WHI5,Seaforth Island,149.03895,-20.46845,5136,8/07/2020,0.802,1.751
WHI5,Seaforth Island,149.03895,-20.46845,5136,9/07/2020,0.781,1.698
WHI5,Seaforth Island,149.03895,-20.46845,5136,10/07/2020,0.712,1.161
WHI5,Seaforth Island,149.03895,-20.46845,5136,11/07/2020,0.709,0.96
WHI5,Seaforth Island,149.03895,-20.46845,5136,12/07/2020,0.79,0.803
WHI5,Seaforth Island,149.03895,-20.46845,5136,13/07/2020,0.778,1.06
WHI5,Seaforth Island,149.03895,-20.46845,5136,14/07/2020,0.707,1.073
WHI5,Seaforth Island,149.03895,-20.46845,5136,15/07/2020,0.628,0.776
WHI5,Seaforth Island,149.03895,-20.46845,5136,16/07/2020,0.581,0.799
WHI5,Seaforth Island,149.03895,-20.46845,5136,17/07/2020,0.571,0.817
WHI5,Seaforth Island,149.03895,-20.46845,5136,18/07/2020,0.604,0.873
WHI5,Seaforth Island,149.03895,-20.46845,5136,19/07/2020,0.658,1.05
WHI5,Seaforth Island,149.03895,-20.46845,5136,20/07/2020,0.675,1.096
WHI5,Seaforth Island,149.03895,-20.46845,5136,21/07/2020,0.734,1.506
WHI5,Seaforth Island,149.03895,-20.46845,5136,22/07/2020,0.758,1.887
WHI5,Seaforth Island,149.03895,-20.46845,5136,23/07/2020,0.75,1.975
WHI5,Seaforth Island,149.03895,-20.46845,5136,24/07/2020,0.763,1.811
WHI5,Seaforth Island,149.03895,-20.46845,5136,25/07/2020,0.766,1.622
WHI5,Seaforth Island,149.03895,-20.46845,5136,26/07/2020,0.75,1.363
WHI5,Seaforth Island,149.03895,-20.46845,5136,27/07/2020,0.74,1.302
WHI5,Seaforth Island,149.03895,-20.46845,5136,28/07/2020,0.682,1.1
